           0     -32.0734
  0.00669832     -32.0734
   0.0133966     -32.0733
   0.0200949     -32.0732
   0.0267933     -32.0731
   0.0334916     -32.0729
   0.0401899     -32.0727
   0.0468882     -32.0724
   0.0535865     -32.0722
   0.0602848      -32.072
   0.0602848      -32.072
   0.0698222     -32.0712
   0.0793595      -32.069
   0.0888969     -32.0654
   0.0984343     -32.0605
    0.107972     -32.0544
    0.117509     -32.0474
    0.127046     -32.0396
    0.136584     -32.0312
    0.146121     -32.0229
    0.146121     -32.0229
    0.157776     -32.0314
     0.16943       -32.04
    0.181085     -32.0481
    0.192739     -32.0553
    0.204394     -32.0616
    0.216048     -32.0666
    0.227703     -32.0703
    0.239357     -32.0726
    0.251012     -32.0734

           0     -32.0705
  0.00669832     -32.0705
   0.0133966     -32.0706
   0.0200949     -32.0707
   0.0267933     -32.0708
   0.0334916      -32.071
   0.0401899     -32.0712
   0.0468882     -32.0715
   0.0535865     -32.0717
   0.0602848      -32.072
   0.0602848      -32.072
   0.0698222     -32.0712
   0.0793595      -32.069
   0.0888969     -32.0654
   0.0984343     -32.0605
    0.107972     -32.0544
    0.117509     -32.0474
    0.127046     -32.0396
    0.136584     -32.0312
    0.146121     -32.0229
    0.146121     -32.0229
    0.157776      -32.031
     0.16943     -32.0391
    0.181085     -32.0467
    0.192739     -32.0535
    0.204394     -32.0594
    0.216048     -32.0642
    0.227703     -32.0677
    0.239357     -32.0698
    0.251012     -32.0705

           0     -32.0658
  0.00669832     -32.0657
   0.0133966     -32.0657
   0.0200949     -32.0656
   0.0267933     -32.0654
   0.0334916     -32.0652
   0.0401899      -32.065
   0.0468882     -32.0648
   0.0535865     -32.0646
   0.0602848     -32.0643
   0.0602848     -32.0643
   0.0698222     -32.0636
   0.0793595     -32.0615
   0.0888969     -32.0582
   0.0984343     -32.0536
    0.107972     -32.0479
    0.117509     -32.0414
    0.127046     -32.0341
    0.136584     -32.0264
    0.146121     -32.0229
    0.146121     -32.0229
    0.157776     -32.0266
     0.16943     -32.0346
    0.181085     -32.0421
    0.192739     -32.0488
    0.204394     -32.0547
    0.216048     -32.0594
    0.227703     -32.0629
    0.239357      -32.065
    0.251012     -32.0658

           0     -32.0629
  0.00669832     -32.0629
   0.0133966     -32.0629
   0.0200949     -32.0631
   0.0267933     -32.0632
   0.0334916     -32.0634
   0.0401899     -32.0636
   0.0468882     -32.0638
   0.0535865     -32.0641
   0.0602848     -32.0643
   0.0602848     -32.0643
   0.0698222     -32.0636
   0.0793595     -32.0615
   0.0888969     -32.0582
   0.0984343     -32.0536
    0.107972     -32.0479
    0.117509     -32.0414
    0.127046     -32.0341
    0.136584     -32.0264
    0.146121     -32.0229
    0.146121     -32.0229
    0.157776     -32.0262
     0.16943     -32.0336
    0.181085     -32.0407
    0.192739      -32.047
    0.204394     -32.0525
    0.216048     -32.0569
    0.227703     -32.0602
    0.239357     -32.0622
    0.251012     -32.0629

           0     -31.9726
  0.00669832     -31.9726
   0.0133966     -31.9725
   0.0200949     -31.9724
   0.0267933     -31.9723
