           0     -33.6173
  0.00669832     -33.6173
   0.0133966     -33.6172
   0.0200949     -33.6171
   0.0267933      -33.617
   0.0334916     -33.6168
   0.0401899     -33.6166
   0.0468882     -33.6164
   0.0535865     -33.6161
   0.0602848     -33.6159
   0.0602848     -33.6159
   0.0698222      -33.616
   0.0793595     -33.6162
   0.0888969     -33.6167
   0.0984343     -33.6172
    0.107972     -33.6177
    0.117509     -33.6182
    0.127046     -33.6186
    0.136584     -33.6189
    0.146121      -33.619
    0.146121      -33.619
    0.157776     -33.6191
     0.16943     -33.6191
    0.181085     -33.6189
    0.192739     -33.6186
    0.204394     -33.6183
    0.216048     -33.6179
    0.227703     -33.6176
    0.239357     -33.6174
    0.251012     -33.6173

           0     -33.6172
  0.00669832     -33.6172
   0.0133966     -33.6171
   0.0200949      -33.617
   0.0267933     -33.6168
   0.0334916     -33.6167
   0.0401899     -33.6164
   0.0468882     -33.6162
   0.0535865      -33.616
   0.0602848     -33.6158
   0.0602848     -33.6158
   0.0698222     -33.6159
   0.0793595     -33.6162
   0.0888969     -33.6166
   0.0984343     -33.6172
    0.107972     -33.6177
    0.117509     -33.6182
    0.127046     -33.6186
    0.136584     -33.6189
    0.146121      -33.619
    0.146121      -33.619
    0.157776      -33.619
     0.16943      -33.619
    0.181085     -33.6188
    0.192739     -33.6185
    0.204394     -33.6181
    0.216048     -33.6178
    0.227703     -33.6175
    0.239357     -33.6173
    0.251012     -33.6172

           0     -33.6143
  0.00669832     -33.6144
   0.0133966     -33.6144
   0.0200949     -33.6145
   0.0267933     -33.6147
   0.0334916     -33.6149
   0.0401899     -33.6151
   0.0468882     -33.6153
   0.0535865     -33.6156
   0.0602848     -33.6157
   0.0602848     -33.6157
   0.0698222     -33.6158
   0.0793595     -33.6161
   0.0888969     -33.6165
   0.0984343      -33.617
    0.107972     -33.6176
    0.117509     -33.6181
    0.127046     -33.6185
    0.136584     -33.6187
    0.146121     -33.6188
    0.146121     -33.6188
    0.157776     -33.6186
     0.16943     -33.6181
    0.181085     -33.6175
    0.192739     -33.6168
    0.204394      -33.616
    0.216048     -33.6154
    0.227703     -33.6148
    0.239357     -33.6145
    0.251012     -33.6143

           0     -33.6142
  0.00669832     -33.6142
   0.0133966     -33.6143
   0.0200949     -33.6144
   0.0267933     -33.6146
   0.0334916     -33.6147
   0.0401899      -33.615
   0.0468882     -33.6152
   0.0535865     -33.6154
   0.0602848     -33.6157
   0.0602848     -33.6157
   0.0698222     -33.6158
   0.0793595     -33.6161
   0.0888969     -33.6165
   0.0984343      -33.617
    0.107972     -33.6176
    0.117509     -33.6181
    0.127046     -33.6185
    0.136584     -33.6187
    0.146121     -33.6188
    0.146121     -33.6188
    0.157776     -33.6185
     0.16943      -33.618
    0.181085     -33.6173
    0.192739     -33.6166
    0.204394     -33.6159
    0.216048     -33.6152
    0.227703     -33.6147
    0.239357     -33.6143
    0.251012     -33.6142

           0     -33.5286
  0.00669832     -33.5286
   0.0133966     -33.5285
   0.0200949     -33.5284
   0.0267933     -33.5283
   0.0334916     -33.5281
   0.0401899     -33.5279
   0.0468882     -33.5277
   0.0535865     -33.5274
   0.0602848     -33.5272
   0.0602848     -33.5272
   0.0698222     -33.5273
   0.0793595     -33.5275
   0.0888969     -33.5278
   0.0984343     -33.5282
    0.107972     -33.5286
    0.117509      -33.529
    0.127046     -33.5293
    0.136584     -33.5295
    0.146121     -33.5296
    0.146121     -33.5296
    0.157776     -33.5297
     0.16943     -33.5298
    0.181085     -33.5297
    0.192739     -33.5295
    0.204394     -33.5292
    0.216048      -33.529
    0.227703     -33.5288
    0.239357     -33.5287
    0.251012     -33.5286

           0     -33.5285
  0.00669832     -33.5285
   0.0133966     -33.5284
   0.0200949     -33.5283
   0.0267933     -33.5282
   0.0334916      -33.528
   0.0401899     -33.5278
   0.0468882     -33.5276
   0.0535865     -33.5273
   0.0602848     -33.5272
   0.0602848     -33.5272
   0.0698222     -33.5272
   0.0793595     -33.5275
   0.0888969     -33.5278
   0.0984343     -33.5282
    0.107972     -33.5286
    0.117509      -33.529
    0.127046     -33.5293
    0.136584     -33.5295
    0.146121     -33.5296
    0.146121     -33.5296
    0.157776     -33.5297
     0.16943     -33.5297
    0.181085     -33.5296
    0.192739     -33.5294
    0.204394     -33.5291
    0.216048     -33.5289
    0.227703     -33.5287
    0.239357     -33.5286
    0.251012     -33.5285

           0     -33.5257
  0.00669832     -33.5257
   0.0133966     -33.5258
   0.0200949     -33.5259
   0.0267933     -33.5261
   0.0334916     -33.5262
   0.0401899     -33.5265
   0.0468882     -33.5267
   0.0535865     -33.5269
   0.0602848     -33.5271
   0.0602848     -33.5271
   0.0698222     -33.5272
   0.0793595     -33.5274
   0.0888969     -33.5277
   0.0984343     -33.5281
    0.107972     -33.5285
    0.117509     -33.5289
    0.127046     -33.5292
    0.136584     -33.5294
    0.146121     -33.5295
    0.146121     -33.5295
    0.157776     -33.5293
     0.16943     -33.5288
    0.181085     -33.5283
    0.192739     -33.5277
    0.204394     -33.5271
    0.216048     -33.5265
    0.227703     -33.5261
    0.239357     -33.5258
