0.000000 -0.006300
0.008333 0.014900
0.016667 0.031000
0.025000 0.038200
0.033333 0.038600
0.041667 0.035300
0.050000 0.035900
0.058333 0.044600
0.066667 0.059900
0.075000 0.072200
0.083333 0.082200
0.091667 0.085180
0.100000 0.082690
0.108333 0.076190
0.116667 0.072680
0.125000 0.076970
0.133333 0.093730
0.141667 0.112740
0.150000 0.138470
0.158334 0.169280
0.166666 0.203120
0.175000 0.238640
0.183333 0.275070
0.191667 0.309990
0.200000 0.343610
0.208334 0.373810
0.216666 0.401210
0.225000 0.424300
0.233333 0.445700
0.241667 0.457900
0.250000 0.460400
0.258334 0.457800
0.266666 0.445500
0.275000 0.424100
0.283333 0.400890
0.291667 0.373430
0.300000 0.343180
0.308334 0.309540
0.316666 0.274620
0.325000 0.238230
0.333333 0.202770
0.341667 0.168990
0.350000 0.138230
0.358334 0.112560
0.366666 0.093600
0.375000 0.076900
0.383333 0.072670
0.391667 0.076230
0.399999 0.082760
0.408333 0.085290
0.416666 0.082300
0.425000 0.072300
0.433333 0.060000
0.441667 0.044700
0.449999 0.036000
0.458333 0.035500
0.466666 0.038700
0.475000 0.038400
0.483333 0.031100
0.491667 0.015000
0.500001 -0.006200
0.508333 -0.029100
0.516667 -0.047300
0.525000 -0.057800
0.533334 -0.057900
0.541667 -0.051300
0.550001 -0.042700
0.558333 -0.040800
0.566667 -0.048300
0.575000 -0.057500
0.583334 -0.061600
0.591667 -0.062880
0.600001 -0.061580
0.608333 -0.051690
0.616667 -0.040270
0.625000 -0.031930
0.633334 -0.032160
0.641666 -0.036280
0.650000 -0.040710
0.658333 -0.045490
0.666667 -0.045090
0.675000 -0.041740
0.683334 -0.036930
0.691666 -0.033100
0.700000 -0.030820
0.708333 -0.030580
0.716667 -0.030900
0.725000 -0.030900
0.733334 -0.027200
0.741666 -0.023000
0.750000 -0.024000
0.758333 -0.026000
0.766667 -0.022600
0.775000 -0.018400
0.783334 -0.018300
0.791666 -0.018980
0.800000 -0.019460
0.808333 -0.018040
0.816667 -0.015070
0.825000 -0.011180
0.833334 -0.008520
0.841666 -0.009060
0.850000 -0.014910
0.858333 -0.020780
0.866667 -0.025580
0.875000 -0.030220
0.883333 -0.028670
0.891666 -0.025450
0.900000 -0.020190
0.908333 -0.020110
0.916667 -0.018100
0.924999 -0.017500
0.933333 -0.019300
0.941666 -0.021200
0.950000 -0.019700
0.958333 -0.013300
0.966667 -0.006800
0.974999 -0.002000
0.983333 -0.002000
0.991666 -0.005500
1.000000 -0.012400
1.008334 -0.019100
1.016667 -0.024700
1.025001 -0.026700
1.033333 -0.025800
1.041667 -0.022500
1.050000 -0.020200
1.058334 -0.020500
1.066667 -0.024700
1.075001 -0.028200
1.083333 -0.030900
1.091667 -0.030870
1.100000 -0.027790
1.108334 -0.020590
1.116667 -0.013930
1.125000 -0.008590
1.133333 -0.008480
1.141667 -0.008930
1.150000 -0.010220
1.158334 -0.011730
1.166666 -0.010840
1.175000 -0.008480
1.183333 -0.006180
1.191667 -0.004650
1.200000 -0.004870
1.208334 -0.006370
1.216666 -0.008900
1.225000 -0.011300
1.233333 -0.012600
1.241667 -0.013600
1.250000 -0.017200
1.258334 -0.020300
1.266665 -0.021500
1.274995 -0.022200
1.283338 -0.025000
1.291668 -0.027250
1.299998 -0.029230
1.308329 -0.029280
1.316671 -0.028210
1.325002 -0.025590
1.333332 -0.023320
1.341662 -0.021810
1.350005 -0.022990
1.358335 -0.023700
1.366665 -0.024430
1.374995 -0.024880
1.383338 -0.024230
1.391668 -0.022900
1.399998 -0.021810
1.408328 -0.021550
1.416671 -0.020500
1.425001 -0.019500
1.433332 -0.019500
1.441662 -0.019300
1.450005 -0.017900
1.458335 -0.014500
1.466665 -0.011400
1.474995 -0.008800
1.483338 -0.008400
1.491668 -0.009200
1.499998 -0.011500
1.508328 -0.013600
1.516671 -0.015700
1.525001 -0.016600
1.533331 -0.017200
1.541662 -0.016800
1.550004 -0.017200
1.558335 -0.017900
1.566665 -0.020000
1.574995 -0.021500
1.583338 -0.023200
1.591668 -0.023470
1.599998 -0.021860
1.608328 -0.018630
1.616671 -0.015950
1.625001 -0.013660
1.633331 -0.013490
1.641661 -0.013280
1.650004 -0.013590
1.658334 -0.013810
1.666665 -0.014120
1.674995 -0.014120
1.683338 -0.014370
1.691668 -0.014230
1.699998 -0.014410
1.708328 -0.014220
1.716671 -0.014400
1.725001 -0.014200
1.733331 -0.014400
1.741661 -0.014300
1.750004 -0.014600
1.758334 -0.014200
1.766664 -0.014200
1.774995 -0.014000
1.783337 -0.014100
1.791668 -0.013920
1.799998 -0.014070
1.808328 -0.013870
1.816671 -0.014020
1.825001 -0.013790
1.833331 -0.013840
1.841661 -0.013580
1.850004 -0.013410
1.858334 -0.013140
1.866664 -0.013400
1.874994 -0.013610
1.883337 -0.015930
1.891667 -0.018640
1.899998 -0.021880
1.908328 -0.023520
1.916671 -0.023300
1.925001 -0.021600
1.933331 -0.020100
1.941661 -0.018000
1.950004 -0.017300
1.958334 -0.017000
1.966664 -0.017400
1.974994 -0.016900
1.983337 -0.016000
1.991667 -0.013800
1.999997 -0.011700
2.008328 -0.009300
2.016670 -0.008500
2.025001 -0.008900
2.033331 -0.011400
2.041661 -0.014400
2.050004 -0.017800
2.058334 -0.019100
2.066664 -0.019200
2.074994 -0.019200
2.083337 -0.020200
2.091667 -0.021200
2.099997 -0.021480
2.108328 -0.022610
2.116670 -0.023990
2.125000 -0.024690
2.133331 -0.024260
2.141661 -0.023550
2.150004 -0.022870
2.158334 -0.021710
2.166664 -0.023240
2.174994 -0.025520
2.183337 -0.028170
2.191667 -0.029250
2.199997 -0.029220
2.208327 -0.027250
2.216670 -0.025000
2.225000 -0.022300
2.233331 -0.021500
2.241661 -0.020300
2.250004 -0.017200
2.258334 -0.013600
2.266664 -0.012600
2.274994 -0.011300
2.283337 -0.008900
2.291667 -0.006400
2.299997 -0.004900
2.308327 -0.004680
2.316670 -0.006220
2.325000 -0.008530
2.333330 -0.010890
2.341661 -0.011790
